tokens,ner_tags
"['Hơn' '60' 'ha' 'diện_tích' 'hồ' 'tôm' 'lấn_chiếm' 'trái_phép' 'ở' 'đây'
 'đang' 'hiện_hữu' 'sừng_sững' 'như' 'một' 'pháo_đài' 'chắn' 'nước' ','
 'triệt_tiêu' 'toàn_bộ' 'quy_luật' 'tự_nhiên' '""' 'ngăn' 'sông' 'không'
 'cho' 'đổ' 'về' 'biển' 'lớn' '!' '""' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Ông' 'Tuấn' 'không' 'nói' 'gì' ',' 'cả' 'nhà' 'nhìn' 'theo' 'chú' 'Vàng'
 'và' 'chiếc' 'xe' 'Bùi' 'A' 'khuất' 'dần' '...']",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0]
"['Hai' 'ngày' 'sau' ',' 'ngày' '22-6-1970' ',' 'chị' 'tôi' 'hi_sinh' '.']",[0 0 0 0 0 0 0 0 0 0 0]
"['Anh' 'Hiếu' 'ơi' ',' 'nay' 'anh' 'ở' 'đâu' '?']",[0 1 0 0 0 0 0 0 0]
"['Màn_kịch' 'của' 'thám_tử' 'Hào' 'được' 'hạ' ':' 'Giám_đốc' 'James' 'lựa'
 'thời_điểm' 'cả' 'bốn' 'nhân_viên' 'trong' 'diện' 'khả_nghi' 'cùng'
 'có_mặt' 'thì' 'cho' 'thám_tử' 'đóng' 'vai' 'nhân_viên' 'kỹ_thuật' 'của'
 'cơ_quan' 'điều_tra' 'đeo' 'găng' 'vào' 'kiểm_tra' ',' 'lau_chùi' 'các'
 'đồ_vật' 'trên' 'nóc' 'tủ' ',' 'trong' 'đó' 'có' 'chiếc' 'máy_fax'
 'thủ_phạm' '.']","[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
"['Cũng' 'như' 'số_phận' 'của' 'vợ_chồng' 'anh' 'Đại' ',' 'những'
 'công_nhân' 'đứng' 'ra' 'tố_cáo' 'tiêu_cực' 'ở' 'đường' 'liên_cảng' 'A5'
 'ngày_xưa' 'bây_giờ' 'phiêu_bạt' 'khắp_nơi' '.']",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 5 6 6 0 0 0 0 0]
['Em' 'H.' 'nè' '!'],[0 1 0 0]
"['“' 'Mỗi' 'ngày' 'tranh_thủ' 'ngoài' 'giờ' 'học' 'đi' 'đào' 'cũng' 'kiếm'
 'được' 'chừng' '10' '-' '20' 'ngàn' 'đồng' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Có' 'bữa' 'mẹ' 'Tùng' 'mời' 'cả' 'thầy_giáo' 'và' 'hai' 'thằng' 'cùng'
 'ăn' 'tối' '.']",[0 0 0 1 0 0 0 0 0 0 0 0 0 0]
"['Các' 'anh' 'biết' 'không' ',' 'lúc' 'đó' 'tôi' 'thấy' 'mình' 'có' 'lỗi'
 'vô_cùng' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Từ' 'năm' '2002' 'đến' 'nay' 'năm' 'nào' 'anh' 'cũng' 'thu' 'lãi' 'trên'
 '1' 'tỉ' 'đồng' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Thấy' 'cảnh' 'mẹ_con' 'người_ta' 'ríu_rít' 'đưa' 'nhau' 'đến' 'trường'
 'mà' 'thèm' '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
"['Hôm_qua' 'một_số' 'bà_con' 'đi' 'thu_hoạch' 'bàng' 'phát_hiện' 'có'
 'chừng' 'hơn' '30' 'con' 'sếu_đầu_đỏ' 'về' 'kiếm_ăn' 'rồi' 'anh' 'ạ' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Thêm' 'người' 'chỉ' 'thêm' 'chén_đũa' ',' 'tốn_kém' 'chi' 'mấy' 'mà'
 'vui_cửa_vui_nhà' '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
"['Qua' 'câu_chuyện' ',' 'Thanh' 'biết' 'Hùng' 'đã' 'ở' 'Berlin' 'từ' 'năm'
 '1988' '-' '1993' 'và' 'chuyên' 'buôn_bán' '.']",[0 0 0 1 0 1 0 0 5 0 0 0 0 0 0 0 0 0]
['Con' 'nhà' 'Ma' 'Thoa' 'chết' '!'],[0 0 1 2 0 0]
"['Gió' 'xô' 'phần_phật' 'như' 'muốn' 'thổi' 'bay' 'mấy' 'cái' 'áo'
 'học_trò' 'đã' 'ngả' 'màu' 'cháo_lòng' 'đang' 'phơi' 'trước' 'nhà' 'của'
 'con' 'trai' 'Sáu' 'Kế' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0]
"['Vừa_rồi' 'bò' 'rớt_giá' 'và' 'càng' 'nuôi' 'càng' 'lỗ' 'nên' 'phải'
 'bán' '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
"['Suất' 'ăn' '3.000' 'đ' 'với' 'một' 'tô' 'đầy' 'cơm' ',' 'ít' 'cá' 'kho'
 'và' 'bát' 'canh' 'bí' '“' 'toàn_quốc' '”' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['*' 'Thưa' 'ông' ',' 'dự_án' 'Rusalka' 'chưa' 'có' 'hợp_đồng' 'thuê'
 'đất' ',' 'chưa' 'hoàn_thành' 'các' 'nghĩa_vụ' 'thuế' ',' 'kể_cả'
 'đền_bù' 'giải_toả' 'nhưng' 'đã' 'được' 'tỉnh' 'ký' 'cấp' '“' 'sổ_đỏ' '”'
 '...' '?']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Ngày' 'hôm' 'sau' 'họ' 'lại' 'đến' 'và' 'lần' 'này' 'thì' 'mua' '.'],[0 0 0 0 0 0 0 0 0 0 0 0]
"['""' 'Rồi' 'một' 'lúc' 'năm' 'viên' 'vẫn' 'không' 'thấy' '""' 'xinhê' '""'
 'gì' '""' '-' 'Vy' 'nói' 'và' 'cho' 'biết' 'thêm' 'có' 'nhiều' 'tiếp_viên'
 'bị' 'xỉu' 'vì' 'uống' 'quá' 'nhiều' 'thuốc' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Đó' 'là' 'vùng' 'rừng' 'hết_sức' 'khắc_nghiệt' 'trong' 'mùa' 'khô' '.'],[0 0 0 0 0 0 0 0 0 0]
"['Những' 'mét' 'hầm' 'cuối_cùng' 'sắp_sửa' 'thông' 'nhau' 'đã' 'làm' 'cả'
 'đại_công_trình' 'này' 'tấp_nập' ',' 'khẩn_trương' 'hơn' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Vậy_là' 'ông' 'thất_học' ',' '“' 'toán' 'cộng' 'toán' 'trừ' 'thì' 'làm'
 'được' 'chứ' 'toán' 'chia' 'thì' 'chưa' 'biết' '”' '-' 'ông' 'thật_thà'
 ',' 'hài_hước' 'nói' 'về' 'nỗi' 'thua_thiệt' 'đời' 'mình' 'như' 'một'
 'thứ' 'chuyện' 'vui' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Gian_nan' 'đường' 'về' 'đích' '.'],[0 0 0 0 0]
"['Thêm' 'nhiều' 'người' 'trẻ' '-' 'rường_cột' 'của' 'đất_nước' '-' 'lại'
 '“' 'nhập' 'trại' '”' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['“' 'Săn_lùng' '”' 'PV' 'qua' 'điện_thoại' 'và' 'đề_nghị' '”' 'thông_cảm'
 '”' '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
"['Tách' 'ra' 'điều_tra' 'là' 'đúng' ',' 'để' 'không' 'làm' 'ảnh_hưởng'
 'đến' 'việc' 'điều_tra' 'chung' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Vẫn' 'theo' 'anh' 'Thông' ',' 'trong' 'số' 'nhiều' 'người' 'tìm' 'cách'
 'bán' 'bò' ',' 'đa_phần' 'cũng' 'là' 'bán' 'những' 'con' 'có'
 'chất_lượng' 'sữa' 'kém' 'trước' ',' 'còn' 'con' 'cho' 'sữa' 'tốt' 'vẫn'
 'cố_gắng' 'giữ' 'lại' 'qua' 'cơn' 'khốn_khó' '(' 'mà' 'chưa' 'biết' 'lúc'
 'nào' 'mới' 'gượng' 'lại' 'được' ')' '.']","[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"['Người_ta' 'hoàn_toàn' 'được' 'bình_đẳng' 'với' 'nhau' 'trong' 'mọi'
 'quan_hệ' '.']",[0 0 0 0 0 0 0 0 0 0]
"['Có' 'lần' 'má' 'bỏ' 'cả' 'xấp' 'tài_liệu' 'mật' 'vào' 'giỏ' 'trầu' ','
 'tới_lui' 'tỉnh_khô' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Hai' 'thám_tử' 'chặn' 'hai' 'đầu' 'phố' 'đón' 'rình' '.'],[0 0 0 0 0 0 0 0 0]
"['Tiếng' '“' 'Phúc' 'ơi' '”' 'trở_thành' 'tiếng' 'cửa_miệng' 'của' 'cả'
 'gia_đình' 'Kpuih' 'Vêh' '.']",[0 0 1 0 0 0 0 0 0 0 0 1 2 0]
"['Được' 'tin' ',' 'anh' 'Bình' 'vẫn' 'chưa' 'tin' 'vì' 'chuyện' 'quá' 'lạ'
 '.']",[0 0 0 0 1 0 0 0 0 0 0 0 0]
"['Buôn' 'Kte' 'với' 'những' 'căn' 'nhà_sàn' 'bề_thế' 'trắng' 'loá' 'một'
 'màu' 'tôn' 'mới' '.']",[5 6 0 0 0 0 0 0 0 0 0 0 0 0]
"['Áo' 'trắng' ',' 'cặp' 'đen' 'và' 'kính_cận' ',' 'Thanh' 'chặn' 'đường'
 'ông' 'trưởng_thôn' 'nói' ':' '""' 'Cơ_quan' 'xét' 'kết_nạp' 'Đảng' 'cho'
 'Hùng' '.']",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
"['Chị' 'đi' 'cùng' 'tôi' 'khi' 'nãy' 'mặt' 'tái_mét' ',' 'run_rẩy' '.']",[0 0 0 0 0 0 0 0 0 0 0]
"['Niềm' 'vui' 'khôn' 'tả' 'khi' 'thấy' 'bờ' ',' 'thấy' 'con_người' ','
 'cảnh_vật' 'cây_cối' 'vẫn' 'không' 'xua' 'nổi' 'nỗi' 'nhớ' 'nhà' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Theo' 'kinh_nghiệm' 'của' 'những' 'thợ' 'lặn' 'thì' 'đi' 'trên' 'những'
 'đoạn' 'nước' 'quặn' 'dòng' 'như' 'thế' 'này' 'mới' 'có' 'của_chìm'
 'của_rơi' 'mà' 'trục_vớt' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Quá_trình' 'nghiên_cứu' 'đất' 'phèn' ',' 'ông' 'phát_hiện' 'cây' 'tràm'
 'có' 'khả_năng' 'giảm' 'độ' 'chua' 'của' 'nước' 'phèn' 'rất' 'cao' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Nhiều' 'nữ' 'lao_động' 'ở' 'đây' 'cũng' 'có' 'cùng' 'tâm_trạng' 'như'
 'Hằng' 'Nga' '...']",[0 0 0 0 0 0 0 0 0 0 1 2 0]
['Một_mình' 'má' 'bé_nhỏ' 'gồng_gánh' 'nuôi' 'sáu' 'anh_em' '.'],[0 0 0 0 0 0 0 0]
"['Quyên' 'bảo' 'mỗi' 'tháng' 'tiền' 'thuê' 'nhà' 'và' 'điện' 'nước' 'hết'
 'khoảng' 'gần' '50.000' 'đài_tệ' 'và' 'cô' 'phải' 'nhờ' 'thêm' 'bốn'
 'chị_em' 'khác' 'làm' 'phụ' 'các' 'công_việc' ',' 'nhưng' '""' 'tôi'
 'đang' 'chuẩn_bị' 'ký' 'tiếp' 'một' 'hợp_đồng' 'thuê' 'luôn' 'ba' 'năm'
 'tới' 'và' 'tìm' 'thêm' 'mặt_bằng' '""' '.']","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
"['Chị' 'đau_lòng' 'kể' 'lại' 'cho' 'tôi' 'nghe' 'về' 'cái' 'chết'
 'tức_tưởi' 'của' 'đứa' 'con' 'gái' 'của' 'mình' 'cách' 'đây' 'ba' 'tháng'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Anh' 'Nguyễn' 'Văn' 'D.' '(' 'ấp' '5' ',' 'Tà_Lài' ')' 'cho' 'biết'
 'phong_trào' 'bắt' 'bò_cạp' 'rộ' 'lên' 'từ' 'năm_ngoái' ',' 'khi'
 'cà_phê' 'mất_giá' 'chỉ' 'còn' 'chừng' '5.000' 'đồng' 'kg' 'mà' 'chẳng'
 'ai' 'mua' '.']",[0 1 2 2 0 5 6 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Vì' 'ngồi' 'gần' 'nên' 'Thư' 'cầm' 'máy' '.'],[0 0 0 0 1 0 0 0]
"['Phần_đông' 'số' 'chưa' 'được' 'nhập' 'quốc_tịch' 'là' 'những' 'người'
 'thuộc' 'thế_hệ' 'thứ' 'nhất' ',' 'thứ' 'hai' ',' 'những' 'người' 'đã'
 'suốt' 'một' 'đời' 'nắng_mưa' 'trên' 'đất' 'Thái' 'vẫn' 'đau_đáu' 'vọng'
 'về' 'cố' 'xứ' 'với' 'giấc' 'mơ' 'được' 'hôn' 'nắm' 'đất' 'quê_nhà' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
"['Cùng' 'với' 'phong_trào' 'bán' 'đất' ',' 'một' 'đội_ngũ' '""' 'cò' '""'
 'phong_phú' 'cũng' 'hình_thành' ',' 'nhiều' 'người' 'dân' 'Nhơn_Trạch'
 'cũng' 'vì_vậy' 'mà' 'đổi' 'nghề' ',' 'rủ' 'nhau' 'làm' '""' 'cò' '""' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Tôi' 'tình_nguyện' 'ở' 'lại' 'Trung_tâm' 'Trọng_Điểm' ',' 'đồng_ý' 'với'
 'sự' 'chăm_sóc' 'của' 'các' 'y_bác_sĩ' 'trong' 'trung_tâm' ',' 'kể_cả'
 'trong' 'trường_hợp' 'xấu' 'nhất' '...' '”' '.']",[0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Không' 'biết' 'ở' 'bar' 'này' 'có' 'bao_nhiêu' '“' 'thợ' 'bay' '”' ','
 'cũng' 'không_thể' 'thống_kê' 'được' 'có' 'bao_nhiêu' 'người' 'đã' '“'
 'cắn' '”' 'thuốc' ',' 'nhưng' 'một' 'điều' 'chắc_chắn' 'là' 'sau' 'khi'
 'chúng_tôi' 'ra' 'về' 'chỉ' 'riêng' 'khoản' 'lãi' 'Hải' 'đã' 'kiếm' 'đến'
 'năm' 'con' '“' 'lắc' '”' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 0 0 0 0]"
"['Bao_nhiêu' 'ngày' 'ông' 'ngồi' 'câm_lặng' 'trong' 'căn' 'nhà' 'trống'
 ',' 'cay_đắng' 'nhìn' 'đất_đai' ',' 'vườn_tược' 'từ' 'thời' 'ông' 'sơ'
 ',' 'ông' 'cố' 'để' 'lại' 'nay' 'lao_xao' 'tiếng' 'người' 'lạ' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Bao_nhiêu' 'điều' 'hứa_hẹn' 'còn' 'bỏ_dở' ',' 'bản_nhạc' 'dừng' 'lại'
 'ở' 'âm' 'da_diết' 'nhất' '...' 'N.' 'Anh' ',' 'giữ' 'ngón' 'tay'
 'yêu_dấu' 'ấy' 'ở' 'phím' 'đàn' 'và' 'đừng' 'buông' 'ra' ',' 'đừng'
 'buông' ',' 'nghe' 'thấy' 'không' ',' 'N.' 'Anh' ',' 'đừng' 'mỏi_mệt'
 '...']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 1 2 0 0 0 0]"
"['Hỏi' 'cả' 'những' 'người' 'đang' 'say_mê' 'trong' 'cuộc_chơi' 'lẫn'
 'những' 'bị_can' ',' 'bị_cáo' 'đều' 'chỉ' 'một' 'câu' 'trả_lời' ':' '“'
 'Để' 'cho' 'vui' '”' '!']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Thất_bại' 'cũng' 'như' 'khả_năng' 'chuyển' 'bại' 'thành' 'thắng' 'của'
 'Thành' 'không' 'lọt' 'qua' 'được' 'mắt' 'của' 'những' 'tập_đoàn' ','
 'công_ty' 'đa' 'quốc_gia' '.']",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Đọc' 'báo' ',' 'thấy' 'ông' 'Võ' 'Dũng' 'cũng' 'lắc_đầu' '.']",[0 0 0 0 0 1 2 0 0 0]
"['Có' 'nhiều' 'lúc' 'tàu' 'của' 'tui' 'phải' 'neo' 'ngoài' 'biển' 'ngót'
 '45' 'ngày' 'mà' 'mua' 'chỉ' 'được' 'vài' 'tấn' 'cá' ',' 'đành' 'phải'
 'quay' 'về' '”' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Đạp' 'mấy' 'cuốc' 'xe' 'giao' 'hàng' 'về' ',' 'người' 'nóng' 'bừng_bừng'
 ',' 'mồ_hôi' 'tuôn' 'ướt_đẫm' ',' 'về' 'đến' 'nhà' 'tôi' 'lao' 'ngay'
 'vào' 'phòng' 'tắm' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Gia_đình' 'công_chức' ',' 'kinh_tế' 'khá' ',' 'sống' 'hoà_thuận' '.']",[0 0 0 0 0 0 0 0 0]
['Còn' 'đây' 'là' 'Vũng_Găng' '.'],[0 0 0 5 0]
"['Bác_sĩ' 'Trần' 'Ngọc' 'Sinh' '-' 'trưởng' 'khoa_niệu' 'Bệnh' 'Chợ_Rẫy'
 '-' 'lúc' 'bấy_giờ' 'đã' 'yêu_cầu' 'anh' 'làm' 'hai' 'que' 'tặng' 'khoa'
 'để' 'thông' 'tiểu' 'cho' 'bệnh_nhân' '.']",[0 1 2 2 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Người' 'quê' 'hiếu_khách' 'vậy_mà' 'không' 'ai' 'dẫn' 'chúng_tôi' 'vào'
 'tận' 'nhà' 'anh' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Còn' 'với' 'tôi' ',' 'địa_chỉ' 'và' 'số' 'điện_thoại' 'của' 'ông'
 'Nguyễn' 'Trung' 'Hiếu' 'tôi' 'đã' 'nằm_lòng' '.']",[0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0]
"['Có_lẽ' 'bởi_vì' 'con_người' 'họ' 'không' 'có' 'chút' 'gì' 'đáng'
 'tự_hào' 'nên' 'họ' 'phải' 'làm' 'như_thế' 'chăng' '?']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['“' 'Trước_đây' ',' 'nhiệm_vụ' 'thực_hiện' 'các' 'chi_tiết' 'may'
 'quan_trọng' 'cho' 'các' 'sản_phẩm' 'cao_cấp' 'hoặc' 'những' 'mẫu'
 'thiết_kế' 'đặc_biệt' 'của' 'các' 'ghế' 'bọc' 'nệm' 'chúng_tôi' 'chỉ'
 'sử_dụng' 'các' 'thợ_cả' 'có' 'nhiều' 'thâm_niên' 'người' 'ĐL' ','
 'nhưng' 'từ' 'gần' 'hai' 'năm' 'nay' 'vị_trí' 'thợ_cả' 'này' 'chúng_tôi'
 'đã' 'rất' 'yên_tâm' 'giao' 'cho' 'một' 'nữ' 'lao_động' 'người' 'VN' '34'
 'tuổi' 'đến' 'từ' 'Sóc_Trăng' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 8 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 8 0 0 0 0 5 0]"
"['Được' 'một' 'người' 'bạn' 'giới_thiệu' ',' 'tôi' 'đến' 'gặp' 'Sơn' '('
 'ĐH' 'Mở' '-' 'bán_công' ',' 'Q.' '3' ')' 'khi' 'Sơn' 'vừa' 'đi' 'làm'
 'về' '.']",[0 0 0 0 0 0 0 0 0 1 0 3 4 4 4 0 5 6 0 0 1 0 0 0 0 0]
"['Như' 'mọi' 'đêm' ',' 'Ph.' 'ra' 'khá' 'trễ' 'và' 'vẫn' 'với' 'chiếc'
 'xe_đạp' 'có' 'gắn' 'thêm' 'ghế' 'ngồi' 'cho' 'trẻ_con' '.']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Mà' 'cả' 'xóm' 'không' 'đến' '40' 'hộ' 'dân' '”' '.'],[0 0 0 0 0 0 0 0 0 0]
['Yêu' 'nước' 'hay' 'không' 'cốt' 'là' 'ở' 'tấm' 'lòng' '.'],[0 0 0 0 0 0 0 0 0 0]
"['Khi' 'biết' 'chúng_tôi' 'vừa' 'từ' 'VN' 'sang' ',' 'chị' 'vui_vẻ'
 'giới_thiệu' 'về' 'mình' '.']",[0 0 0 0 0 5 0 0 0 0 0 0 0 0]
"['Ở' 'đây' 'nếu' 'muốn' 'di_chuyển' 'từ' 'casino' 'này' 'qua' 'casino'
 'khác' 'đều' 'có' 'xe_hơi' 'đưa_đón' 'miễn_phí' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Ông' 'Trương' 'Hồng' 'Sơn' ',' 'Chủ_tịch' 'UBND' 'phường' '15' ','
 'quận' '8' ':' 'Chưa' 'tìm' 'được' 'cách' 'giải_quyết' '.']",[0 1 2 2 0 0 3 4 4 0 5 6 0 0 0 0 0 0 0]
"['Các' 'anh' 'đều' 'đang' 'chắt_bóp' 'những' 'đồng_lương' '""' 'chui' '""'
 ',' '""' 'vét' '""' ',' 'tiền' 'phụ_cấp' 'độc_hại' 'để' 'nuôi' 'tương_lai'
 'cho' 'các' 'con' 'và' 'đùm_bọc' 'những' 'người' 'quanh' 'mình' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Ngôi' 'làng' 'mà' 'theo' 'nữ' 'hộ_sinh' 'Trần' 'Thị' 'Thu' 'Hương' '-'
 'Trung_tâm' 'Y_tế' 'huyện' 'Sa_Thầy' ':' '“' 'Cũng' 'như' 'nhiều' 'làng'
 'khác' ',' '10' 'năm' 'về' 'trước' 'nơi' 'đây' 'có' 'nhiều' 'bà' 'mẹ'
 'sinh' 'ra' 'quái_thai' '.']",[0 0 0 0 0 0 1 2 2 2 0 3 4 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['“' 'Naomi' 'Campbell' 'quậy' 'kinh_dị' 'luôn' '!' '-' 'Mira' 'kể' '-'
 'Em' 'từng' 'dự' 'nhiều' 'bữa' 'tiệc' 'sang_trọng' 'có' 'cô' 'ấy' 'và'
 'thấy' 'chẳng' 'bao_giờ' 'ly' 'rượu' 'của' 'cô' 'ta' 'cạn' 'cả' '”' '.']",[0 1 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Tin' 'cách_mạng' ',' 'tin' 'các' 'con' 'nên' 'việc' 'gì' 'má' 'cũng'
 'làm' 'và' 'làm' 'tốt' ',' 'không' 'nề' 'nguy_hiểm' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['20.7.68'],[0]
['Đau_lòng' 'lắm' 'nhưng' 'rồi' 'mình' 'cũng' 'phải' 'ráng' '.'],[0 0 0 0 0 0 0 0 0]
"['Bây_giờ' 'hai' 'đoạn' 'tre' 'đã' 'trở_thành' 'rừng' 'tre' 'rồi' '""' '.']",[0 0 0 0 0 0 0 0 0 0 0]
"['Toàn_bộ' 'lực_lượng' 'du_kích' 'Củ_Chi' 'những' 'năm' '1966' '-' '1969'
 'gần_như' 'phải' 'ở' 'dưới' 'địa_đạo' 'nhiều' 'hơn' 'trên' 'mặt_đất' '.']",[0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Tháng' 'đầu' 'Tùng' 'được' 'trả' 'tiền' 'đàng_hoàng' 'với' 'mức' 'lương'
 '18.000' 'đài_tệ' 'nhưng' 'tháng' 'thứ' 'hai' 'rồi' 'thứ' 'ba' 'ông'
 'chủ' 'cứ' 'khất' 'mãi' 'cho' 'đến' 'một' 'hôm' 'chủ' 'bảo' 'phải'
 'chuyển' 'đi' 'gấp' 'vì' 'cảnh_sát' 'đã' 'phát_hiện' '.']","[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
"['Bà_xã' 'bảo' 'sang' 'nhờ' 'anh' 'Hùng' 'sửa' 'cái' 'máy_bơm' ',' 'khoan'
 'lại' 'cái' 'giếng' ',' 'mà' 'tôi' 'cứ' 'lần_lữa' '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Tôi' 'thắc_mắc' ':' '""' 'Sao' 'tên' 'tiếng' 'Việt' 'của' 'anh' 'nghe'
 'như' 'tên' '...' 'Thái' '?' '""' '.']",[0 0 0 0 0 0 7 8 0 0 0 0 0 0 5 0 0 0]
"['Một' 'buổi' 'tối' 'ở' 'Khonkaen' ',' 'đang' 'ngồi' 'ăn' 'tối' 'cùng'
 'mấy' 'anh_em' 'Việt_kiều' 'ở' 'đấy' 'bỗng' 'chuông' 'điện_thoại_di_động'
 'của' 'anh' 'Hải' 'ngồi' 'trong' 'bàn' 'réo' 'vang' ',' 'đang' 'nghe' ','
 'gương_mặt' 'anh' 'chợt' 'rạng_rỡ' 'hẳn' 'lên' '.']","[0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
['Và' 'càng' 'đốt_phá' 'rừng' 'thì' 'càng' 'nghèo_đói' '.'],[0 0 0 0 0 0 0 0]
